proj,instances,group,Z1,Z2,Best,pred_svm,prob_svm_LKCC,prob_svm_CLK
SPLS,CLKeasy_144,train,-2.86160625917642,-0.7429138770645062,LKCC,LKCC,0.92896,0.07104
SPLS,LKCCeasy_162,train,-1.1405779720006524,-0.25251114228915655,LKCC,LKCC,0.93266,0.06734
SPLS,CLKeasy_146,train,-1.5384067464360776,0.12198435227441495,LKCC,LKCC,0.9516,0.0484
SPLS,LKCChard_066,train,0.3064272415791405,1.2982671576444749,CLK,CLK,0.08846,0.91154
SPLS,CLKhard_109,train,2.759267651631986,-0.2764751526849267,LKCC,LKCC,0.9733,0.0267
SPLS,random_109,train,0.563958746935106,0.21481028864399365,LKCC,LKCC,0.70611,0.29389
SPLS,random_130,train,-0.125338062127603,-0.22165052308687858,LKCC,LKCC,0.9489,0.0511
SPLS,CLKeasy_102,train,-1.9690530090036398,-0.12954119629427757,LKCC,LKCC,0.92674,0.07326
SPLS,CLKhard_173,train,1.6942200084930596,-0.3883478300105515,LKCC,LKCC,0.95098,0.04902
SPLS,LKCChard_040,train,0.45067299537995276,0.7769892966151953,CLK,CLK,0.06921,0.93079
SPLS,random_099,train,-0.7324301428430522,-0.6313168884116998,LKCC,LKCC,0.92987,0.07013
SPLS,LKCChard_025,train,-0.26873641117901836,0.9570949251710423,CLK,LKCC,0.58704,0.41296
SPLS,LKCChard_165,train,1.0203155393498675,-0.13408767468500443,CLK,LKCC,0.92451,0.07549
SPLS,LKCCeasy_134,train,-0.4799010391404102,0.7938712281747081,LKCC,LKCC,0.88141,0.11859
SPLS,random_012,train,0.18499508581653407,-0.05436038255550388,LKCC,LKCC,0.93706,0.06294
SPLS,CLKhard_061,train,1.893627249584842,0.44274336944326337,LKCC,LKCC,0.91994,0.08006
SPLS,LKCChard_093,train,0.5069634300481279,1.4809644707253544,CLK,CLK,0.08084,0.91916
SPLS,LKCChard_031,train,-0.0972748693845577,1.0348461982295543,CLK,CLK,0.32492,0.67508
SPLS,CLKhard_086,train,1.6986851404125556,-0.3275467269318364,LKCC,LKCC,0.95594,0.04406
SPLS,CLKeasy_110,train,-2.4939988207831525,-0.47400410569978946,LKCC,LKCC,0.93302,0.06698
SPLS,CLKeasy_145,train,-2.4269108842176492,-0.4424134768953554,LKCC,LKCC,0.93273,0.06727
SPLS,LKCChard_017,train,1.008138452156772,0.4758110724577067,CLK,CLK,0.20926,0.79074
SPLS,CLKeasy_160,train,-2.0280838053647647,-0.17471570970380457,LKCC,LKCC,0.92658,0.07342
SPLS,CLKhard_091,train,1.867599841120756,-1.5191872385802183,LKCC,LKCC,0.93075,0.06925
SPLS,LKCCeasy_106,train,-0.6186331986467432,0.10907560493225504,LKCC,LKCC,0.96506,0.03494
SPLS,CLKeasy_037,train,-2.254723589510098,-0.3487741033138506,LKCC,LKCC,0.93059,0.06941
SPLS,random_113,train,0.035319735672796115,-0.1553083219289454,LKCC,LKCC,0.94753,0.05247
SPLS,random_100,train,-0.25771032221648277,-0.32970893507881927,LKCC,LKCC,0.94336,0.05664
SPLS,CLKhard_084,train,1.725018831825454,-0.31679957885874427,LKCC,LKCC,0.95785,0.04215
SPLS,random_186,train,-0.854870726258557,-0.037097558557857735,LKCC,LKCC,0.95566,0.04434
SPLS,CLKhard_143,train,2.2546535153649025,-1.2712674243043207,LKCC,LKCC,0.93243,0.06757
SPLS,CLKeasy_171,train,-2.309908839464556,-0.37587623995796393,LKCC,LKCC,0.93139,0.06861
SPLS,random_115,train,0.2891446501612507,0.010868372354117833,LKCC,LKCC,0.91826,0.08174
SPLS,LKCCeasy_003,train,-0.7489110841089379,-0.6313207885469446,LKCC,LKCC,0.9298,0.0702
SPLS,random_086,train,-0.38352854107608503,0.869034963313893,LKCC,LKCC,0.77795,0.22205
SPLS,CLKhard_154,train,4.729790003153456,-2.2119751223095268,LKCC,LKCC,0.92646,0.07354
SPLS,CLKhard_092,train,3.0724525569831913,0.5804458434709521,LKCC,LKCC,0.98168,0.01832
SPLS,LKCChard_069,train,1.346154315727104,0.7509177074329444,CLK,CLK,0.14118,0.85882
SPLS,LKCChard_143,train,-0.3616523132041619,0.2620819289652605,CLK,LKCC,0.94949,0.05051
SPLS,random_069,train,-0.15234363159856434,-0.26747302151090546,LKCC,LKCC,0.94681,0.05319
SPLS,LKCChard_050,train,-0.4395715785156182,0.18830296402436034,CLK,LKCC,0.95973,0.04027
SPLS,CLKhard_130,train,2.916950902818174,-1.456754224400556,LKCC,LKCC,0.92737,0.07263
SPLS,CLKhard_023,train,3.7043664431662826,-1.6315413195395503,LKCC,LKCC,0.92815,0.07185
SPLS,CLKhard_172,train,2.4123622522952477,-0.5731856373093399,LKCC,LKCC,0.95072,0.04928
SPLS,LKCChard_111,train,0.5617979661400966,1.4770611091725931,CLK,CLK,0.0767,0.9233
SPLS,CLKeasy_002,train,-2.5640983436208478,-0.5230832266911835,LKCC,LKCC,0.93311,0.06689
SPLS,LKCCeasy_083,train,-0.07110837163368788,-0.8097967636722956,LKCC,LKCC,0.93255,0.06745
SPLS,random_021,train,-0.5180078913975261,0.1410769533352273,LKCC,LKCC,0.96349,0.03651
SPLS,LKCCeasy_145,train,0.46329094865258263,0.12894927620588365,LKCC,LKCC,0.8345,0.1655
SPLS,CLKeasy_108,train,-2.052056355183678,-0.19918971578542632,LKCC,LKCC,0.92679,0.07321
SPLS,random_072,train,0.22435610779155457,0.015492574715983753,LKCC,LKCC,0.92353,0.07647
SPLS,random_136,train,-0.15225335331089726,-0.25971982673559224,LKCC,LKCC,0.94724,0.05276
SPLS,LKCChard_029,train,0.8801464954277693,1.0315387471367863,CLK,CLK,0.03904,0.96096
SPLS,LKCCeasy_075,train,0.37525959425703115,-0.5434189083396106,LKCC,LKCC,0.92626,0.07374
SPLS,CLKeasy_089,train,-2.7078665543642524,-0.6237403656296169,LKCC,LKCC,0.93198,0.06802
SPLS,random_044,train,-0.14594723951211996,-0.26299468430673,LKCC,LKCC,0.947,0.053
SPLS,CLKhard_048,train,2.28580274078142,0.01814988731574918,LKCC,LKCC,0.98816,0.01184
SPLS,CLKeasy_035,train,-1.6820116140562225,-0.5816027994717514,LKCC,LKCC,0.93063,0.06937
SPLS,CLKhard_002,train,3.2955455643037936,-0.5655725581959188,LKCC,LKCC,0.93847,0.06153
SPLS,CLKhard_151,train,2.098892113720962,-0.07810781699470998,LKCC,LKCC,0.98301,0.01699
SPLS,LKCCeasy_047,train,-0.301614636929566,-0.35660288328165846,LKCC,LKCC,0.94157,0.05843
SPLS,LKCChard_173,train,0.28462655803212944,0.6722693758682384,CLK,CLK,0.16885,0.83115000000000006
SPLS,random_015,train,-0.7062008590398622,0.6508108065800059,LKCC,LKCC,0.96604,0.03396
SPLS,LKCCeasy_170,train,-0.00773972722999372,-0.18930074770842642,LKCC,LKCC,0.94807,0.05193
SPLS,LKCChard_116,train,-0.023700431834741242,1.0863582282150057,CLK,CLK,0.23703,0.76297
SPLS,LKCChard_037,train,0.5874375122999999,0.8573629296264476,CLK,CLK,0.04349,0.95651
SPLS,CLKeasy_100,train,-2.583957222786923,-0.533142126769162,LKCC,LKCC,0.93305,0.06695
SPLS,CLKhard_053,train,1.2779396776798488,-1.248239639298303,LKCC,LKCC,0.93922,0.06078
SPLS,LKCCeasy_128,train,-0.12830043960977922,-0.2621745258752637,LKCC,LKCC,0.9469,0.0531
SPLS,CLKeasy_006,train,-2.6763992910375674,-0.5863290614103545,LKCC,LKCC,0.93241,0.06759
SPLS,random_151,train,-0.10831078747486533,-0.19819415249983072,LKCC,LKCC,0.94967,0.05033
SPLS,LKCChard_108,train,0.2485272624262236,0.01703566756469456,CLK,LKCC,0.92082,0.07918
SPLS,CLKeasy_134,train,-2.2645155348994495,-0.35947477972000497,LKCC,LKCC,0.93086,0.06914
SPLS,LKCChard_158,train,0.24494656192044886,0.6367980387654989,CLK,CLK,0.22271,0.77729
SPLS,LKCChard_008,train,0.3205380721232991,0.6897222916702973,CLK,CLK,0.13923,0.86077
SPLS,CLKeasy_143,train,-1.9073643204171193,-0.12864572661458568,LKCC,LKCC,0.9269,0.0731
SPLS,CLKhard_180,train,1.7974887548636151,0.3331385231189994,LKCC,LKCC,0.93255,0.06745
SPLS,CLKhard_042,train,1.0946628465337773,-0.7465988091148077,LKCC,LKCC,0.92808,0.07192
SPLS,LKCChard_135,train,0.993012342243949,0.4998257004006031,CLK,CLK,0.17609,0.82391
SPLS,LKCChard_166,train,0.8545612914323587,1.032850622907572,CLK,CLK,0.03845,0.96155
SPLS,random_067,train,0.6560717755229762,-0.3660374750741694,LKCC,LKCC,0.9265,0.0735
SPLS,CLKeasy_174,train,-2.427690113230645,-0.4314240606108023,LKCC,LKCC,0.93257,0.06743
SPLS,LKCCeasy_059,train,-0.9356285208946973,-1.3574025659236757,LKCC,LKCC,0.92652,0.07348
SPLS,LKCCeasy_002,train,-1.397385089468206,0.22840852091276703,LKCC,LKCC,0.9663,0.0337
SPLS,LKCCeasy_176,train,-0.9003096279941899,0.5533584259589903,LKCC,LKCC,0.9808,0.0192
SPLS,CLKhard_083,train,2.9369300906396765,1.8185353865020142,LKCC,LKCC,0.94059,0.05941
SPLS,CLKeasy_095,train,-2.121275418195203,-0.2514973900409314,LKCC,LKCC,0.92783,0.07217
SPLS,LKCCeasy_135,train,-0.2553417331525738,-0.304980639867715,LKCC,LKCC,0.94492,0.05508
SPLS,random_036,train,0.5029265544969294,0.1682345280327595,LKCC,LKCC,0.78648,0.21352
SPLS,LKCChard_182,train,0.6961643431195533,0.964246327435115,CLK,CLK,0.03678,0.96322
SPLS,CLKhard_167,train,3.365634026234373,-1.2233603916197606,LKCC,LKCC,0.92773,0.07227
SPLS,LKCChard_114,train,1.130377473557339,0.6113797956868448,CLK,CLK,0.12272,0.87728
SPLS,LKCChard_076,train,0.5978771958089213,0.23086778996979784,CLK,LKCC,0.66979,0.33021
SPLS,LKCCeasy_177,train,-0.5956207801688771,-0.5470668634251572,LKCC,LKCC,0.93124,0.06876
SPLS,CLKeasy_081,train,-2.5794888689871605,-0.5338586703175727,LKCC,LKCC,0.93308,0.06692
SPLS,random_092,train,-0.36076993814345365,0.2511647288264177,LKCC,LKCC,0.95033,0.04967
SPLS,LKCCeasy_013,train,-0.36203910054218913,0.23105117446992865,LKCC,LKCC,0.95201,0.04799
SPLS,CLKhard_049,train,3.0228069693122963,0.5495322298162744,LKCC,LKCC,0.98353,0.01647
SPLS,random_081,train,0.11834024413844785,-0.05873282923270051,LKCC,LKCC,0.94137,0.05863
SPLS,CLKhard_035,train,2.2514017883995154,-1.262009090076308,LKCC,LKCC,0.93262,0.06738
SPLS,CLKeasy_157,train,-2.0355957280203714,-0.1915100504647126,LKCC,LKCC,0.92667,0.07333
SPLS,random_177,train,0.23261756411291937,0.6358560651655161,LKCC,CLK,0.23343,0.76657
SPLS,LKCCeasy_041,train,-1.5004612447042742,0.19469124834927376,LKCC,LKCC,0.96018,0.03982
SPLS,LKCChard_096,train,0.08044931863181838,-0.11217654509562382,CLK,LKCC,0.94565,0.05435
SPLS,CLKhard_065,train,2.3319183370043173,-0.5487623563959367,LKCC,LKCC,0.95228,0.04772
SPLS,LKCCeasy_092,train,-0.295139205175588,0.3086500758555934,LKCC,LKCC,0.93431,0.06569
SPLS,random_020,train,-0.17153539051789007,-0.30782479862409723,LKCC,LKCC,0.94455,0.05545
SPLS,CLKeasy_166,train,-1.9538989387274293,-0.13046628481981176,LKCC,LKCC,0.92676,0.07324
SPLS,random_084,train,0.5643477579407055,-0.40718669570116484,LKCC,LKCC,0.92668,0.07332
SPLS,LKCCeasy_065,train,0.17909366681376582,-0.0623371657378855,LKCC,LKCC,0.93815,0.06185
SPLS,LKCChard_022,train,-0.5280818895305492,0.7486031525854648,CLK,LKCC,0.9155,0.0845
SPLS,CLKhard_070,train,2.948303173111267,0.4512295966399167,LKCC,LKCC,0.98732,0.01268
SPLS,random_057,train,-1.0461770319238028,0.44738657475297455,LKCC,LKCC,0.98218,0.01782
SPLS,random_098,train,0.6624341879028872,-0.3884978855380632,LKCC,LKCC,0.92572,0.07428
SPLS,CLKeasy_013,train,-2.260220367653248,-0.3333976199249433,LKCC,LKCC,0.9303,0.0697
SPLS,LKCCeasy_112,train,-1.2992313079914584,0.30097440080106325,LKCC,LKCC,0.97418,0.02582
SPLS,CLKhard_181,train,2.5276322760061096,-0.4424961524395515,LKCC,LKCC,0.9614,0.0386
SPLS,LKCCeasy_124,train,-0.5713989165272058,0.12292100387026095,LKCC,LKCC,0.96461,0.03539
SPLS,CLKeasy_090,train,-2.370092589490561,-0.4103229947471386,LKCC,LKCC,0.93219,0.06781
SPLS,CLKhard_089,train,1.1627488754057187,-0.042055115872636106,LKCC,LKCC,0.92048,0.07952
SPLS,LKCCeasy_016,train,-0.525420098465585,0.14357739642830178,LKCC,LKCC,0.96373,0.03627
SPLS,CLKhard_032,train,2.4226912804386505,-0.5198139976489784,LKCC,LKCC,0.95488,0.04512
SPLS,random_014,train,-0.44202491157279994,0.2058102694725097,LKCC,LKCC,0.95938,0.04062
SPLS,random_162,train,-0.9060475239336918,0.5378061431796075,LKCC,LKCC,0.98096,0.01904
SPLS,LKCChard_088,train,0.38925919121403546,-0.5643772533967307,CLK,LKCC,0.9258,0.0742
SPLS,LKCChard_122,train,-0.12284218769885291,0.4062112640735226,CLK,LKCC,0.8433,0.1567
SPLS,CLKeasy_133,train,-1.6793560883513368,0.02330080172396143,LKCC,LKCC,0.93793,0.06207
SPLS,random_141,train,1.0173319388184288,0.501472722628991,LKCC,CLK,0.18083,0.81917
SPLS,LKCCeasy_167,train,-0.6887031129372865,-0.6083920573847279,LKCC,LKCC,0.93007,0.06993
SPLS,CLKeasy_152,train,-2.4433389155040146,-0.45391531460430445,LKCC,LKCC,0.93287,0.06713
SPLS,LKCCeasy_004,train,-0.7426233145744827,-0.6153835200842903,LKCC,LKCC,0.9298,0.0702
SPLS,CLKhard_057,train,3.3739889023978633,-1.1905958941115191,LKCC,LKCC,0.92771,0.07229
SPLS,CLKeasy_062,train,-2.0439102387477894,-0.1627263843453452,LKCC,LKCC,0.9266,0.0734
SPLS,random_023,train,-0.10889769890334629,-0.22552002695254691,LKCC,LKCC,0.94852,0.05148
SPLS,CLKhard_112,train,3.1359528979524627,-0.6657739687624147,LKCC,LKCC,0.93699,0.06301
SPLS,random_024,train,0.05486963792246982,-0.11855079007685025,LKCC,LKCC,0.94675,0.05325
SPLS,LKCCeasy_127,train,0.6256896951076205,0.25803027861863476,LKCC,LKCC,0.6114,0.3886
SPLS,LKCCeasy_086,train,-0.6597924884062674,0.06487857495205604,LKCC,LKCC,0.96375,0.03625
SPLS,LKCCeasy_079,train,-0.054007192875670795,-0.1601743118259894,LKCC,LKCC,0.9498,0.0502
SPLS,random_071,train,-1.1507822873969644,0.3741487867927082,LKCC,LKCC,0.97984,0.02016
SPLS,CLKeasy_096,train,-1.5125237172892285,0.1131910064829786,LKCC,LKCC,0.95153,0.04847
SPLS,LKCCeasy_039,train,-1.5054806058123051,0.16426206127323806,LKCC,LKCC,0.95698,0.04302
SPLS,CLKhard_066,train,2.588164764325524,-1.0800594990080676,LKCC,LKCC,0.93295,0.06705
SPLS,CLKeasy_033,train,-2.2700463288677413,-0.3402771180981252,LKCC,LKCC,0.93049,0.06951
SPLS,LKCCeasy_076,train,-0.47560719256424644,0.186143137107981,LKCC,LKCC,0.96166,0.03834
SPLS,CLKhard_011,train,2.928369062933026,-1.479519923430698,LKCC,LKCC,0.92724,0.07276
SPLS,LKCCeasy_118,train,-0.003096834253942027,-0.13606517571099308,LKCC,LKCC,0.94877,0.05123
SPLS,CLKeasy_104,train,-1.9311423693331093,-0.11453361684375679,LKCC,LKCC,0.92707,0.07293
SPLS,LKCChard_052,train,1.0608476449619695,1.1734339003282135,CLK,CLK,0.05893,0.94107
SPLS,CLKhard_123,train,2.4473215181898613,0.7957990945149926,LKCC,LKCC,0.93609,0.06391
SPLS,LKCChard_145,train,1.0272378768059245,0.5007182275332855,CLK,CLK,0.18462,0.81538
SPLS,LKCCeasy_169,train,0.3081228082319787,-1.8541873724796463,LKCC,LKCC,0.92643,0.07357
SPLS,random_153,train,0.255111279414876,0.017800373608595144,LKCC,LKCC,0.91999,0.08001
SPLS,CLKeasy_022,train,-2.343317799826033,-0.3915770306054559,LKCC,LKCC,0.9318,0.0682
SPLS,LKCCeasy_025,train,0.20198132403302865,0.6297865404961437,LKCC,CLK,0.26578,0.73422
SPLS,LKCCeasy_119,train,1.1253116114646102,-0.7366755214618097,LKCC,LKCC,0.92791,0.07209
SPLS,CLKhard_051,train,1.5030449453628394,0.15774809315463606,LKCC,LKCC,0.91908,0.08092
SPLS,CLKhard_085,train,2.639205031832446,0.2886491212502515,LKCC,LKCC,0.99093,0.00907
SPLS,random_008,train,0.17476187830019058,1.2291536077517133,LKCC,CLK,0.11753,0.88247
SPLS,random_168,train,-0.8150588390328921,-1.3114374651999454,LKCC,LKCC,0.92859,0.07141
SPLS,LKCCeasy_006,train,-0.7090223824109416,0.034256002932383844,LKCC,LKCC,0.96222,0.03778
SPLS,CLKhard_163,train,2.261980835287558,-1.273827299848733,LKCC,LKCC,0.93234,0.06766
SPLS,CLKeasy_150,train,-2.1572562596549183,-0.26130885655459446,LKCC,LKCC,0.92823,0.07177
SPLS,CLKhard_026,train,2.3237272754418408,-0.5929471432840512,LKCC,LKCC,0.94904,0.05096
SPLS,random_095,train,-0.9759342164657714,0.492721026007257,LKCC,LKCC,0.98221,0.01779
SPLS,LKCCeasy_048,train,-0.7837694462761435,-0.0026970480428933907,LKCC,LKCC,0.95931,0.04069
SPLS,LKCChard_136,train,0.35487025151961843,0.6714645150781602,CLK,CLK,0.13254,0.86746
SPLS,CLKeasy_077,train,-2.049804907417855,-0.20145839257329157,LKCC,LKCC,0.92679,0.07321
SPLS,LKCChard_034,train,0.8714910493674657,1.0370137491461622,CLK,CLK,0.03903,0.96097
SPLS,CLKeasy_060,train,-2.5992116244285697,-0.5476672593265707,LKCC,LKCC,0.933,0.067
SPLS,random_026,train,-0.04504127017888393,-0.14236197492111613,LKCC,LKCC,0.94988,0.05012
SPLS,LKCCeasy_189,train,-1.1981641070877087,-0.3005191918499244,LKCC,LKCC,0.92954,0.07046
SPLS,CLKhard_059,train,3.7434460157802447,0.38182249674606783,LKCC,LKCC,0.96457,0.03543
SPLS,CLKhard_073,train,2.4774561921352416,-1.1460354501882029,LKCC,LKCC,0.93282,0.06718
SPLS,random_144,train,-0.0766319069711146,-0.21830959619301524,LKCC,LKCC,0.94838,0.05162
SPLS,random_087,train,-0.6234448763414873,0.09801679375089078,LKCC,LKCC,0.96477,0.03523
SPLS,CLKeasy_014,train,-2.504056505134905,-0.5041158047155125,LKCC,LKCC,0.93325,0.06675
SPLS,LKCCeasy_123,train,-0.3774778795220379,-0.37511244042282754,LKCC,LKCC,0.94005,0.05995
SPLS,random_152,train,0.035417517816905095,-0.13216989784753486,LKCC,LKCC,0.94756,0.05244
SPLS,LKCCeasy_005,train,0.4377711213872644,0.16491186959328685,LKCC,LKCC,0.80677,0.19323
SPLS,CLKeasy_015,train,-1.3791163626547234,-0.42336518364034936,LKCC,LKCC,0.92657,0.07343
SPLS,LKCChard_177,train,0.9960109137966309,0.5096150927312493,CLK,CLK,0.16635,0.83365
SPLS,LKCCeasy_073,train,0.17868087961059648,-0.02802122736917534,LKCC,LKCC,0.93455,0.06545
SPLS,CLKeasy_129,train,-1.6618917992761761,0.04706314135109452,LKCC,LKCC,0.94045,0.05955
SPLS,LKCCeasy_165,train,0.41222368770091444,0.7462246013088515,LKCC,CLK,0.08459,0.91541
SPLS,LKCCeasy_036,train,-1.4324399047909968,0.21155540979987542,LKCC,LKCC,0.96380999999999994,0.03619
SPLS,LKCCeasy_157,train,-0.12155218950310934,-0.2266898894094746,LKCC,LKCC,0.94862,0.05138
SPLS,CLKhard_131,train,2.6492317163350583,-1.0449943837043736,LKCC,LKCC,0.93299,0.06701
SPLS,random_094,train,0.2975554567481742,0.032137047006790806,LKCC,LKCC,0.91171,0.08829
SPLS,CLKhard_155,train,3.209072307462516,-0.6607204465622677,LKCC,LKCC,0.93579,0.06421
SPLS,CLKhard_153,train,3.0107274016364944,-0.7957436394500411,LKCC,LKCC,0.93426,0.06574
SPLS,CLKhard_177,train,1.9856875179523183,-2.0856942389727635,LKCC,LKCC,0.92642,0.07358
SPLS,CLKhard_080,train,2.747138764732662,-0.30419197894858185,LKCC,LKCC,0.9713,0.0287
SPLS,LKCChard_107,train,0.23003565164483353,1.2447827410131154,CLK,CLK,0.10212,0.89788
SPLS,LKCCeasy_115,train,-0.8781028688260637,0.5650611587198351,LKCC,LKCC,0.97999,0.02001
SPLS,random_169,train,0.27820167629144316,-6.381792387717133e-4,LKCC,LKCC,0.9219,0.0781
SPLS,LKCCeasy_136,train,-1.5861425232854884,0.10778783938402176,LKCC,LKCC,0.94861,0.05139
SPLS,random_111,train,-0.16483148118429192,-0.8715705878072046,LKCC,LKCC,0.93385,0.06615
SPLS,CLKeasy_085,train,-2.3649045556455146,-1.0328050097123764,LKCC,LKCC,0.92731,0.07269
SPLS,random_050,train,-0.45971944668887726,0.8272260344716938,LKCC,LKCC,0.85717,0.14283
SPLS,random_061,train,0.8612351804399365,0.3844939496775331,LKCC,CLK,0.32416,0.67584
SPLS,LKCChard_024,train,0.8275747277479895,0.36861708047749325,CLK,CLK,0.35252,0.64748000000000006
SPLS,LKCCeasy_018,train,-0.29517745722534117,-1.562029733193615,LKCC,LKCC,0.92794,0.07206
SPLS,CLKhard_179,train,2.655824093646688,0.2733697488045388,LKCC,LKCC,0.99106,0.00894
SPLS,CLKeasy_067,train,-2.569802417165776,-0.5270768475365566,LKCC,LKCC,0.9331,0.0669
SPLS,random_018,train,0.45105315013426023,-0.5480281046901416,LKCC,LKCC,0.92503,0.07497
SPLS,random_172,train,-0.6235568204362734,-0.5435558962263156,LKCC,LKCC,0.9311,0.0689
SPLS,CLKhard_171,train,2.092129754617686,-2.0534652492912095,LKCC,LKCC,0.92665,0.07335
SPLS,LKCChard_154,train,0.46687392414888057,1.402911488651955,CLK,CLK,0.07613,0.92387
SPLS,CLKeasy_187,train,-2.2437993437636328,-0.32190068833887486,LKCC,LKCC,0.92997,0.07003
SPLS,LKCCeasy_038,train,-0.5805784929462252,-0.5057752822806592,LKCC,LKCC,0.9323,0.0677
SPLS,LKCCeasy_053,train,-0.8588303908299028,-0.681364171848171,LKCC,LKCC,0.92977,0.07023
SPLS,LKCCeasy_166,train,-0.34193270989040075,0.27588831105974665,LKCC,LKCC,0.94582,0.05418
SPLS,LKCCeasy_102,train,0.1768388760087981,-0.05622583562971245,LKCC,LKCC,0.93774,0.06226
SPLS,CLKhard_064,train,0.47897263599630163,0.7660429109057041,LKCC,CLK,0.06583,0.93417
SPLS,LKCCeasy_015,train,-0.0228487492687671,-0.1806541315433571,LKCC,LKCC,0.94863,0.05137
SPLS,random_127,train,-0.18169971021179374,0.36115806572885484,LKCC,LKCC,0.89143,0.10857
SPLS,CLKhard_135,train,1.444598123289287,0.11682743441132376,LKCC,LKCC,0.92016,0.07984
SPLS,random_173,train,-0.6048133919525727,-0.5342779620776907,LKCC,LKCC,0.93142,0.06858
SPLS,CLKeasy_132,train,-1.7656087758793269,-0.03324271938658124,LKCC,LKCC,0.93198,0.06802
SPLS,CLKeasy_099,train,-2.122283099348187,-0.27142787225687326,LKCC,LKCC,0.92818,0.07182
SPLS,CLKeasy_017,train,-2.2620420775582657,-0.33082806867158565,LKCC,LKCC,0.93026,0.06974
SPLS,LKCChard_112,train,-0.7161914618126615,0.6553510188050524,CLK,LKCC,0.96685,0.03315
SPLS,CLKhard_079,train,2.477316448115529,0.8052646094752834,LKCC,LKCC,0.93802,0.06198
SPLS,CLKhard_030,train,2.177046233007813,0.6065699402289352,LKCC,LKCC,0.93914,0.06086
SPLS,CLKeasy_164,train,-2.277601785052677,-0.34172196260688437,LKCC,LKCC,0.93056,0.06944
SPLS,CLKhard_043,train,2.1799410811609996,-0.6897718792256873,LKCC,LKCC,0.94277,0.05723
SPLS,LKCCeasy_133,train,-0.7639944768971475,0.6487974178782661,LKCC,LKCC,0.97167,0.02833
SPLS,CLKeasy_136,train,-2.0234766201107135,-0.1561100830155765,LKCC,LKCC,0.92656,0.07344
SPLS,LKCCeasy_096,train,0.4321084848672024,0.7870615986717313,LKCC,CLK,0.07128,0.92872
SPLS,CLKeasy_124,train,-0.9553033681923992,0.46102547569853936,LKCC,LKCC,0.9813,0.0187
SPLS,random_119,train,-0.518451940041259,0.11000610820251172,LKCC,LKCC,0.9632,0.0368
SPLS,CLKhard_058,train,2.6240101249737044,-1.0049779910595986,LKCC,LKCC,0.93377,0.06623
SPLS,LKCCeasy_163,train,-0.8482251012184631,-0.6854740203773717,LKCC,LKCC,0.92984,0.07016
SPLS,LKCCeasy_183,train,-0.7205537949667321,0.014647477093617883,LKCC,LKCC,0.96105,0.03895
SPLS,CLKhard_021,train,1.3324782525893482,-0.6108558995860922,LKCC,LKCC,0.92825,0.07175
SPLS,LKCCeasy_139,train,-0.8720649645918768,-0.099120765227504265,LKCC,LKCC,0.9505,0.0495
SPLS,CLKhard_169,train,2.1661290077666613,-0.7109771752663645,LKCC,LKCC,0.94185,0.05815
SPLS,random_159,train,-0.03199540902620507,1.103620588748367,LKCC,CLK,0.23897,0.76103
SPLS,LKCCeasy_173,train,-0.44971376321821255,0.8188513868706163,LKCC,LKCC,0.85448,0.14552
SPLS,LKCCeasy_017,train,-0.06148126343966129,-0.19616712051037322,LKCC,LKCC,0.94896,0.05104
SPLS,LKCChard_035,train,0.7523842416547679,-0.3293657093710236,CLK,LKCC,0.92637,0.07363
