proj,instances,group,Z1,Z2,Best,pred_da,prob_da_CLK,prob_da_LKCC
MDA_s,random_086,train,-42.3693383788219,-1.645477417101643,LKCC,LKCC,0.24162,0.75838
MDA_s,CLKhard_154,train,-44.58894672411421,12.953644329991262,LKCC,LKCC,0,1
MDA_s,CLKhard_092,train,-41.12369468628113,-0.6997451577175657,LKCC,LKCC,0.04627,0.95373
MDA_s,LKCChard_069,train,-41.22406523668476,-1.5579518153690368,CLK,LKCC,0.12057,0.87943
MDA_s,LKCChard_143,train,-42.9246367678818,-2.9197792062469947,CLK,CLK,0.68754,0.31246
MDA_s,random_069,train,-43.52145469641215,-0.9533873472135325,LKCC,LKCC,0.28241,0.71759
MDA_s,LKCChard_050,train,-42.39987942988578,-2.543706154987681,CLK,LKCC,0.4793,0.5207
MDA_s,CLKhard_130,train,-44.549529967103,10.727492786250384,LKCC,LKCC,0,1
MDA_s,CLKhard_023,train,-44.315071422669156,7.958823056208921,LKCC,LKCC,0,1
MDA_s,CLKhard_172,train,-42.206459714580284,8.526124584459453,LKCC,LKCC,0,1
MDA_s,LKCChard_111,train,-43.125371649144384,-3.1523888899195005,CLK,CLK,0.77592,0.22408
MDA_s,CLKeasy_002,train,62.48343949347215,-0.22849191810993347,LKCC,LKCC,0,1
MDA_s,LKCCeasy_083,train,61.497904431681576,0.6680980515571339,LKCC,LKCC,0,1
MDA_s,random_021,train,-41.66323935155041,-1.884353406209006,LKCC,LKCC,0.20515,0.79485
MDA_s,LKCCeasy_145,train,63.06989064592789,0.2517158879504192,LKCC,LKCC,0,1
MDA_s,CLKeasy_108,train,62.028805370368794,0.08548959370673537,LKCC,LKCC,0,1
MDA_s,random_072,train,-42.962236021708144,-0.9178595096416255,LKCC,LKCC,0.18242,0.81758
MDA_s,random_136,train,-44.03408752135441,-1.3311993341260304,LKCC,CLK,0.51128,0.48872
MDA_s,LKCChard_029,train,-42.59848544054578,-4.021035465024089,CLK,CLK,0.8563,0.1437
MDA_s,LKCCeasy_075,train,64.23493295500988,-0.14186101971857792,LKCC,LKCC,0,1
MDA_s,CLKeasy_089,train,62.64062274837675,-0.16816404755145622,LKCC,LKCC,0,1
MDA_s,random_044,train,-43.35021607340038,-0.8549799561949659,LKCC,LKCC,0.22881,0.77119
MDA_s,CLKhard_048,train,-43.70323825650184,-0.5282778192217548,LKCC,LKCC,0.22387,0.77613
MDA_s,CLKeasy_035,train,63.20589613718903,-0.8888705385860798,LKCC,LKCC,0,1
MDA_s,CLKhard_002,train,-43.00584270089843,5.545046626527438,LKCC,LKCC,0,1
MDA_s,CLKhard_151,train,-44.489997282522054,-0.700748730690828,LKCC,LKCC,0.45532,0.54468
MDA_s,LKCCeasy_047,train,62.004146356170665,0.5053460084843138,LKCC,LKCC,0,1
MDA_s,LKCChard_173,train,-42.67351644114434,-1.8618437768281095,CLK,LKCC,0.34235,0.65765
MDA_s,random_015,train,-41.275640633638176,-2.2938205638546014,LKCC,LKCC,0.24714,0.75286
MDA_s,LKCCeasy_170,train,63.447916733112045,1.0118756835907292,LKCC,LKCC,0,1
MDA_s,LKCChard_116,train,-43.70941948510378,-3.329010512342935,CLK,CLK,0.88384,0.11616
MDA_s,LKCChard_037,train,-44.42764688708045,-1.6083729759584082,CLK,CLK,0.69242,0.30758
MDA_s,CLKeasy_100,train,62.540253517010584,-0.40289568827420646,LKCC,LKCC,0,1
MDA_s,CLKhard_053,train,-42.9614184749098,7.863694492264176,LKCC,LKCC,0,1
MDA_s,LKCCeasy_128,train,63.213740116371284,0.17354405423845207,LKCC,LKCC,0,1
MDA_s,CLKeasy_006,train,62.8205175822445,-0.22070865849154378,LKCC,LKCC,0,1
MDA_s,random_151,train,-40.44043960770613,-0.8803504749342907,LKCC,LKCC,0.04067,0.95933
MDA_s,LKCChard_108,train,-42.63733800593582,-1.129292513482154,CLK,LKCC,0.17797,0.82203
MDA_s,CLKeasy_134,train,62.190371023867996,0.20652776394729935,LKCC,LKCC,0,1
MDA_s,LKCChard_158,train,-43.56577280643051,-3.4261362271991955,CLK,CLK,0.88009,0.11991
MDA_s,LKCChard_008,train,-41.54110118424472,-1.4745004928950745,CLK,LKCC,0.1301,0.8699
MDA_s,CLKeasy_143,train,62.00013312398426,0.4506135967315716,LKCC,LKCC,0,1
MDA_s,CLKhard_180,train,-41.27550561033991,-1.4936993442416306,LKCC,LKCC,0.11587,0.88413
MDA_s,CLKhard_042,train,-44.405863759787394,-0.7062283674248968,LKCC,LKCC,0.43304,0.56696
MDA_s,LKCChard_135,train,-42.80494368776792,-1.5653341067106765,CLK,LKCC,0.29195,0.70805
MDA_s,LKCChard_166,train,-43.19239122913766,-3.013756805610632,CLK,CLK,0.75842,0.24158
MDA_s,random_067,train,-42.418045265934104,-1.6822716063964998,LKCC,LKCC,0.25652,0.74348
MDA_s,CLKeasy_174,train,63.318635870870416,-0.21143972331510263,LKCC,LKCC,0,1
MDA_s,LKCCeasy_059,train,62.751699235784514,-0.5332081274507382,LKCC,LKCC,0,1
MDA_s,LKCCeasy_002,train,62.63630060427917,0.012931908003177815,LKCC,LKCC,0,1
MDA_s,LKCCeasy_176,train,62.63769378882159,0.02967363103780836,LKCC,LKCC,0,1
MDA_s,CLKhard_083,train,-41.96728739773782,-1.9907181754973813,LKCC,LKCC,0.26226,0.73774
MDA_s,CLKeasy_095,train,63.0440195530985,0.21930424992829906,LKCC,LKCC,0,1
MDA_s,LKCCeasy_135,train,62.51386135166,0.55157550098671,LKCC,LKCC,0,1
MDA_s,random_036,train,-42.26665810639216,-1.4778288817938343,LKCC,LKCC,0.1956,0.8044
MDA_s,LKCChard_182,train,-44.85284888224713,-4.483358454594185,CLK,CLK,0.99086,0.00914
MDA_s,CLKhard_167,train,-42.626495714639,11.749871851256204,LKCC,LKCC,0,1
MDA_s,LKCChard_114,train,-44.067473744219974,-1.548146950574443,CLK,CLK,0.58303,0.41697
MDA_s,LKCChard_076,train,-41.61662746445934,-1.5304800583276599,CLK,LKCC,0.14307,0.85693
MDA_s,LKCCeasy_177,train,63.51847031512756,0.7276666983072501,LKCC,LKCC,0,1
MDA_s,CLKeasy_081,train,63.089381457608404,-0.27854254994123934,LKCC,LKCC,0,1
MDA_s,random_092,train,-43.72038375047377,-2.0009974029667794,LKCC,CLK,0.62046,0.37954
MDA_s,LKCCeasy_013,train,62.78127469565421,-1.126634090257472,LKCC,LKCC,0,1
MDA_s,CLKhard_049,train,-45.490954940451765,-0.8335319192805166,LKCC,CLK,0.76557,0.23443
MDA_s,random_081,train,-43.24862566983884,-1.2147425654209838,LKCC,LKCC,0.29032,0.70968
MDA_s,CLKhard_035,train,-43.82402796268734,6.413204081001554,LKCC,LKCC,0,1
MDA_s,CLKeasy_157,train,63.35998607222141,0.07268128612403225,LKCC,LKCC,0,1
MDA_s,random_177,train,-43.87895518093915,-3.2779801089244955,LKCC,CLK,0.89573,0.10427
MDA_s,LKCCeasy_041,train,62.36922702153327,-0.46481872394799684,LKCC,LKCC,0,1
MDA_s,LKCChard_096,train,-44.8050791210515,-1.655399674935457,CLK,CLK,0.78746,0.21254
MDA_s,CLKhard_065,train,-42.318574884899434,7.973559584463128,LKCC,LKCC,0,1
MDA_s,LKCCeasy_092,train,61.77063994728034,-0.780137825328159,LKCC,LKCC,0,1
MDA_s,random_020,train,-41.973777529924234,-0.5008463290600148,LKCC,LKCC,0.06033,0.93967
MDA_s,CLKeasy_166,train,62.312552457543944,-0.5006534638235417,LKCC,LKCC,0,1
MDA_s,random_084,train,-43.211627837978554,-2.388868725027573,LKCC,CLK,0.60726,0.39274
MDA_s,LKCCeasy_065,train,63.259632981219966,1.152597052678927,LKCC,LKCC,0,1
MDA_s,LKCChard_022,train,-42.0780070806263,-2.8060855011327237,CLK,LKCC,0.49553,0.50447
MDA_s,CLKhard_070,train,-42.440915989391186,0.25628626909523,LKCC,LKCC,0.03607,0.96393
MDA_s,random_057,train,-41.70112652755817,-1.1915511336821305,LKCC,LKCC,0.10647,0.89353
MDA_s,random_098,train,-42.43425689597868,-2.067974293134171,LKCC,LKCC,0.35298,0.64702
MDA_s,CLKeasy_013,train,63.64106322005467,0.10111767259511002,LKCC,LKCC,0,1
MDA_s,LKCCeasy_112,train,61.75449745990333,-0.2848180353151208,LKCC,LKCC,0,1
MDA_s,CLKhard_181,train,-43.3627729189312,7.311782645655763,LKCC,LKCC,0,1
MDA_s,LKCCeasy_124,train,62.485326946538926,-0.5649064279395319,LKCC,LKCC,0,1
MDA_s,CLKeasy_090,train,63.27176300404139,0.10058351792803426,LKCC,LKCC,0,1
MDA_s,CLKhard_089,train,-42.41794205137728,-1.250101126023736,LKCC,LKCC,0.17315,0.82685
MDA_s,LKCCeasy_016,train,62.69577918074829,-1.123173248017669,LKCC,LKCC,0,1
MDA_s,CLKhard_032,train,-41.7258951252697,7.7577831095437,LKCC,LKCC,0,1
MDA_s,random_014,train,-41.67046235972212,-1.565232899080621,LKCC,LKCC,0.15228,0.84772
MDA_s,random_162,train,-42.769443132305064,-1.3063577604859915,LKCC,LKCC,0.22865,0.77135
MDA_s,LKCChard_088,train,-41.66678586445387,-1.6902562690464153,CLK,LKCC,0.17145,0.82855
MDA_s,LKCChard_122,train,-43.33739074792167,-2.5571554466030144,CLK,CLK,0.67971,0.32029
MDA_s,CLKeasy_133,train,61.667783698569345,-0.003367495804648917,LKCC,LKCC,0,1
MDA_s,random_141,train,-41.59813799229113,-0.24357404855689624,LKCC,LKCC,0.03627,0.96373
MDA_s,LKCCeasy_167,train,63.898608292600485,0.19705284276773027,LKCC,LKCC,0,1
MDA_s,CLKeasy_152,train,62.93406403942527,0.320576687987661,LKCC,LKCC,0,1
MDA_s,LKCCeasy_004,train,63.30885116344534,-0.1431063312478628,LKCC,LKCC,0,1
MDA_s,CLKhard_057,train,-42.52196648512785,11.134410836135936,LKCC,LKCC,0,1
MDA_s,CLKeasy_062,train,62.08570288342946,-0.4784995917791574,LKCC,LKCC,0,1
MDA_s,random_023,train,-43.63028305908206,-0.7908761060750196,LKCC,LKCC,0.26659,0.73341
MDA_s,CLKhard_112,train,-43.35856903258324,6.220679447476051,LKCC,LKCC,0,1
MDA_s,random_024,train,-43.247839183992326,-1.4852246054810427,LKCC,LKCC,0.35888,0.64112
MDA_s,LKCCeasy_127,train,63.3600282469775,0.4547670092566881,LKCC,LKCC,0,1
MDA_s,LKCCeasy_086,train,62.09753898589881,0.3364396291198044,LKCC,LKCC,0,1
MDA_s,LKCCeasy_079,train,63.201347262354275,0.4751732958354946,LKCC,LKCC,0,1
MDA_s,random_071,train,-42.990738502485044,-1.9256622940168915,LKCC,LKCC,0.42415,0.57585
MDA_s,CLKeasy_096,train,63.04090982865773,0.4572123966984871,LKCC,LKCC,0,1
MDA_s,LKCCeasy_039,train,63.56667397398427,0.38504105468472877,LKCC,LKCC,0,1
MDA_s,CLKhard_066,train,-42.82619371751131,6.268241898064889,LKCC,LKCC,0,1
MDA_s,CLKeasy_033,train,62.12460559538061,-0.20064880411640623,LKCC,LKCC,0,1
MDA_s,LKCCeasy_076,train,61.54990473032461,-0.4766709311054171,LKCC,LKCC,0,1
MDA_s,CLKhard_011,train,-44.38401304272099,11.190125706596369,LKCC,LKCC,0,1
MDA_s,LKCCeasy_118,train,63.4411605324405,-0.02635163046133598,LKCC,LKCC,0,1
MDA_s,CLKeasy_104,train,61.95439798606679,-0.03662355214482392,LKCC,LKCC,0,1
MDA_s,LKCChard_052,train,-41.80448560817892,-2.704661544710161,CLK,LKCC,0.42051,0.57949
MDA_s,CLKhard_123,train,-43.956604008116514,-1.327508336636022,LKCC,LKCC,0.48915,0.51085
MDA_s,LKCChard_145,train,-42.68934834927397,-1.750039330614305,CLK,LKCC,0.31666,0.68334
MDA_s,LKCCeasy_169,train,63.928657252012904,8.177442194092272,LKCC,LKCC,0,1
MDA_s,random_153,train,-45.34356927174778,-0.33959913709788936,LKCC,CLK,0.60359,0.39641
MDA_s,CLKeasy_022,train,62.93291730079347,0.09164257810860564,LKCC,LKCC,0,1
MDA_s,LKCCeasy_025,train,62.98575310444691,-1.2899917601662192,LKCC,LKCC,0,1
MDA_s,LKCCeasy_119,train,63.660878613896834,0.6585294958594221,LKCC,LKCC,0,1
MDA_s,CLKhard_051,train,-41.94376017628566,-0.524395501212196,LKCC,LKCC,0.06074,0.93926
MDA_s,CLKhard_085,train,-42.9842812877526,-0.5235014599240575,LKCC,LKCC,0.12588,0.87412
MDA_s,random_008,train,-41.503273678088384,-2.425124538491496,LKCC,LKCC,0.3035,0.6965
MDA_s,random_168,train,-41.15176949505002,-1.1469988289752564,LKCC,LKCC,0.076,0.924
MDA_s,LKCCeasy_006,train,62.00054439533756,0.2549146682815073,LKCC,LKCC,0,1
MDA_s,CLKhard_163,train,-44.47884454457786,5.663566348900673,LKCC,LKCC,0,1
MDA_s,CLKeasy_150,train,63.42045321730676,0.10224180536499419,LKCC,LKCC,0,1
MDA_s,CLKhard_026,train,-42.05466413233761,8.231776844179988,LKCC,LKCC,0,1
MDA_s,random_095,train,-42.09561135828688,-1.5275524937295082,LKCC,LKCC,0.18551,0.81449
MDA_s,LKCCeasy_048,train,60.71412036527018,-0.26520731870785674,LKCC,LKCC,0,1
MDA_s,LKCChard_136,train,-43.52804753755917,-3.421926916386974,CLK,CLK,0.87542,0.12458
MDA_s,CLKeasy_077,train,63.68388503174475,0.2597701310860885,LKCC,LKCC,0,1
MDA_s,LKCChard_034,train,-43.99576280365506,-3.2557592312237547,CLK,CLK,0.90483,0.09517
MDA_s,CLKeasy_060,train,62.3992593452107,-0.36185361216622364,LKCC,LKCC,0,1
MDA_s,random_026,train,-44.30737584429878,-1.1029138580733426,LKCC,CLK,0.52063,0.47937
MDA_s,LKCCeasy_189,train,64.3295637347303,-1.3306223819121934,LKCC,LKCC,0,1
MDA_s,CLKhard_059,train,-43.14423237343315,7.903792273949238,LKCC,LKCC,0,1
MDA_s,CLKhard_073,train,-45.24616770464484,6.052231922630005,LKCC,LKCC,0,1
MDA_s,random_144,train,-42.370695120379544,-0.40391415012462517,LKCC,LKCC,0.07068,0.92932
MDA_s,random_087,train,-43.56763187644735,-1.6133212504182375,LKCC,LKCC,0.47064,0.52936
MDA_s,CLKeasy_014,train,62.692297844632556,0.06831278482322678,LKCC,LKCC,0,1
MDA_s,LKCCeasy_123,train,63.59148692127731,0.06227385541126327,LKCC,LKCC,0,1
MDA_s,random_152,train,-43.128805894020125,-1.462969169566175,LKCC,LKCC,0.32798,0.67202
MDA_s,LKCCeasy_005,train,63.40270052030138,0.6077353061467816,LKCC,LKCC,0,1
MDA_s,CLKeasy_015,train,64.02701235981152,-0.5189506035823475,LKCC,LKCC,0,1
MDA_s,LKCChard_177,train,-43.69227971490183,-1.5389703486192867,CLK,LKCC,0.48088,0.51912
MDA_s,LKCCeasy_073,train,63.14475787310096,1.368416309042905,LKCC,LKCC,0,1
MDA_s,CLKeasy_129,train,61.855147228790756,0.21892333441293688,LKCC,LKCC,0,1
MDA_s,LKCCeasy_165,train,61.50203854911754,-0.6183922021531811,LKCC,LKCC,0,1
MDA_s,LKCCeasy_036,train,62.2353609564804,0.033787090394269165,LKCC,LKCC,0,1
MDA_s,LKCCeasy_157,train,61.65609624360566,0.740255412092832,LKCC,LKCC,0,1
MDA_s,CLKhard_131,train,-43.50328208972783,5.794124224320405,LKCC,LKCC,0,1
MDA_s,random_094,train,-43.48287782335747,0.05148183361833049,LKCC,LKCC,0.10525,0.89475
MDA_s,CLKhard_155,train,-44.67494807086948,6.168168044096509,LKCC,LKCC,0,1
MDA_s,CLKhard_153,train,-42.66845315812429,6.437813719177389,LKCC,LKCC,0,1
MDA_s,CLKhard_177,train,-44.8697737421935,10.452854285721793,LKCC,LKCC,0,1
MDA_s,CLKhard_080,train,-43.250290916016084,7.706778251023395,LKCC,LKCC,0,1
MDA_s,LKCChard_107,train,-42.477411865077585,-3.4096877087798343,CLK,CLK,0.72692,0.27308
MDA_s,LKCCeasy_115,train,61.31565753562961,-0.7825083192757754,LKCC,LKCC,0,1
MDA_s,random_169,train,-41.92664594921333,-0.43015204173579064,LKCC,LKCC,0.05425,0.94575
MDA_s,LKCCeasy_136,train,62.28321534265872,-0.026578072268072836,LKCC,LKCC,0,1
MDA_s,random_111,train,-41.22980465192283,-1.6608137392956597,LKCC,LKCC,0.13402,0.86598
MDA_s,CLKeasy_085,train,62.35340734746928,0.311044147346483,LKCC,LKCC,0,1
MDA_s,random_050,train,-43.29718479665388,-0.8992754672934816,LKCC,LKCC,0.22893,0.77107
MDA_s,random_061,train,-42.41491955193147,-0.9428407625615571,LKCC,LKCC,0.12779,0.87221
MDA_s,LKCChard_024,train,-45.790231109244196,-0.7748353123405057,CLK,CLK,0.81608,0.18392
MDA_s,LKCCeasy_018,train,62.970603487094465,0.09648567793262647,LKCC,LKCC,0,1
MDA_s,CLKhard_179,train,-44.0316911889164,-0.7054603621927114,LKCC,LKCC,0.33441,0.66559
MDA_s,CLKeasy_067,train,62.587886329218485,-0.30919434756398817,LKCC,LKCC,0,1
MDA_s,random_018,train,-42.29292787759659,-1.9222221456521034,LKCC,LKCC,0.29283,0.70717
MDA_s,random_172,train,-43.33635735039376,-0.8132812724187922,LKCC,LKCC,0.21808,0.78192
MDA_s,CLKhard_171,train,-44.74075697285617,11.038512232936244,LKCC,LKCC,0,1
MDA_s,LKCChard_154,train,-41.361198285941924,-3.278374476288749,CLK,CLK,0.51634,0.48366
MDA_s,CLKeasy_187,train,62.13788584031557,0.0159611760335665,LKCC,LKCC,0,1
MDA_s,LKCCeasy_038,train,62.24660903297375,0.9474492217193689,LKCC,LKCC,0,1
MDA_s,LKCCeasy_053,train,64.25734452915233,0.5638135270298575,LKCC,LKCC,0,1
MDA_s,LKCCeasy_166,train,63.40867474416541,-1.1428568557373797,LKCC,LKCC,0,1
MDA_s,LKCCeasy_102,train,63.27562662068547,0.6076470997614004,LKCC,LKCC,0,1
MDA_s,CLKhard_064,train,-42.462372123205704,-1.3878152245106061,LKCC,LKCC,0.2026,0.7974
MDA_s,LKCCeasy_015,train,62.77688594532908,1.6172484435097905,LKCC,LKCC,0,1
MDA_s,random_127,train,-41.25163042143535,-3.1582227945376755,LKCC,LKCC,0.46618,0.53382
MDA_s,CLKhard_135,train,-42.20171425574886,-1.5317317879094898,LKCC,LKCC,0.19795,0.80205
MDA_s,random_173,train,-42.564152208173816,-0.4198811117160319,LKCC,LKCC,0.08248,0.91752
MDA_s,CLKeasy_132,train,62.081793092026246,0.035669756672065143,LKCC,LKCC,0,1
MDA_s,CLKeasy_099,train,62.73769530950529,0.47048267147164874,LKCC,LKCC,0,1
MDA_s,CLKeasy_017,train,61.56208519232831,-0.34748071907664324,LKCC,LKCC,0,1
MDA_s,LKCChard_112,train,-43.07615293691015,-1.2891825017215879,CLK,LKCC,0.27542,0.72458
MDA_s,CLKhard_079,train,-42.79337195257667,-2.511219779914879,LKCC,CLK,0.54987,0.45013
MDA_s,CLKhard_030,train,-44.21615820400573,-1.3074579390154422,LKCC,CLK,0.55453,0.44547
MDA_s,CLKeasy_164,train,63.480111996571566,-0.001667922844451648,LKCC,LKCC,0,1
MDA_s,CLKhard_043,train,-42.67754985951201,8.443116713196536,LKCC,LKCC,0,1
MDA_s,LKCCeasy_133,train,62.17241505961597,-0.09535838234706373,LKCC,LKCC,0,1
MDA_s,CLKeasy_136,train,62.33037138838784,-0.27398208266202423,LKCC,LKCC,0,1
MDA_s,LKCCeasy_096,train,62.252637667332095,-1.3988733164903473,LKCC,LKCC,0,1
MDA_s,CLKeasy_124,train,61.24085030246051,-0.21896346831163518,LKCC,LKCC,0,1
MDA_s,random_119,train,-40.71250241217863,-2.4482336785949617,LKCC,LKCC,0.22531,0.77469
MDA_s,CLKhard_058,train,-42.50103133530457,6.30094541972356,LKCC,LKCC,0,1
MDA_s,LKCCeasy_163,train,63.06586859754468,0.7290095305966449,LKCC,LKCC,0,1
MDA_s,LKCCeasy_183,train,60.994354109337436,-0.0077196722610491444,LKCC,LKCC,0,1
MDA_s,CLKhard_021,train,-43.30906580871896,0.2598240902623177,LKCC,LKCC,0.07242,0.92758
MDA_s,LKCCeasy_139,train,62.80799252453316,-0.3784871978549105,LKCC,LKCC,0,1
MDA_s,CLKhard_169,train,-44.42332716139666,8.304750905861196,LKCC,LKCC,0,1
MDA_s,random_159,train,-44.0929380644291,-1.3018907957401036,LKCC,CLK,0.51887,0.48113
MDA_s,LKCCeasy_173,train,63.119836382437484,-0.07184205540569809,LKCC,LKCC,0,1
MDA_s,LKCCeasy_017,train,61.97824371998277,0.5753833317912533,LKCC,LKCC,0,1
MDA_s,LKCChard_035,train,-44.00956442210113,-2.658017557877196,CLK,CLK,0.82758,0.17242
MDA_s,LKCCeasy_068,train,63.18693563294935,-0.035488840760906006,LKCC,LKCC,0,1
MDA_s,LKCChard_146,train,-43.80111332486267,-2.8417295083331795,CLK,CLK,0.82602,0.17398
MDA_s,CLKhard_157,train,-45.196476146297506,8.200646643004509,LKCC,LKCC,0,1
MDA_s,LKCCeasy_100,train,62.83481753236155,-0.8214204814350111,LKCC,LKCC,0,1
MDA_s,CLKhard_013,train,-43.19337592348714,8.188135103145004,LKCC,LKCC,0,1
MDA_s,CLKhard_120,train,-45.04377057276804,7.772595725773526,LKCC,LKCC,0,1
MDA_s,CLKhard_106,train,-41.41479334403546,-0.8811824132890831,LKCC,LKCC,0.06563,0.93437
MDA_s,random_165,train,-42.2921163660706,0.06701771163434657,LKCC,LKCC,0.04001,0.95999
MDA_s,CLKeasy_084,train,62.769462387469595,-0.12195395067409658,LKCC,LKCC,0,1
MDA_s,LKCChard_148,train,-42.34950255197775,-2.268359060199409,CLK,LKCC,0.39186,0.60814
MDA_s,LKCCeasy_186,train,63.04052570782889,-1.0004229938054752,LKCC,LKCC,0,1
MDA_s,random_140,train,-44.136350629614654,-2.2535442499261866,LKCC,CLK,0.77488,0.22512
MDA_s,CLKhard_005,train,-43.69138722130649,7.575990263801052,LKCC,LKCC,0,1
MDA_s,LKCCeasy_184,train,64.1919737304227,0.31267743512218493,LKCC,LKCC,0,1
MDA_s,CLKeasy_139,train,62.76432977340714,0.1456492309313385,LKCC,LKCC,0,1
MDA_s,LKCCeasy_107,train,62.02654054951969,-0.25202990087567173,LKCC,LKCC,0,1
MDA_s,LKCChard_027,train,-45.47466381994074,-2.662856144006484,CLK,CLK,0.96488,0.03512
